Date,AAPL,BVC.CL,CIBEST.CL,ECOPETROL.CL,GEB.CL,GOOGL,IVV,NKE,PFCIBEST.CL
2021-02-22,122.8382797241211,7848.4072265625,20783.669921875,1153.24755859375,1594.4078369140625,101.9427490234375,361.77703857421875,127.27119445800781,20474.966796875
2021-02-23,122.7017822265625,7721.8212890625,20817.1875,1183.201904296875,1603.93603515625,102.23355102539062,362.1588439941406,126.76831817626953,20629.58984375
2021-02-24,122.20458221435547,7658.52685546875,21320.021484375,1192.4981689453125,1613.46435546875,103.40916442871094,366.1347961425781,126.3213119506836,20745.560546875
2021-02-25,117.95398712158203,7582.57421875,20113.232421875,1177.5208740234375,1629.3448486328125,100.04161834716797,357.3541259765625,126.21891021728516,19495.669921875
2021-02-26,118.21723937988281,7449.658203125,21051.845703125,1162.0272216796875,1638.8731689453125,100.3373794555664,355.4825439453125,125.76634979248047,19972.435546875
2021-03-01,124.58336639404297,7468.64599609375,20589.244140625,1159.96142578125,1669.36376953125,102.70697784423828,364.1049499511719,128.4444122314453,20069.07421875
2021-03-02,121.9803695678711,7595.2333984375,20414.927734375,1159.4449462890625,1666.1876220703125,102.44992065429688,361.3021240234375,127.85655975341797,19843.57421875
2021-03-03,118.99713134765625,7766.1259765625,20314.361328125,1164.6097412109375,1680.16259765625,99.81632232666016,356.4788513183594,125.28112030029297,19856.466796875
2021-03-04,117.1155776977539,7759.796875,20367.998046875,1177.0045166015625,1651.57763671875,100.93388366699219,352.0652770996094,123.20957946777344,19521.44140625
2021-03-05,118.37321472167969,7709.16162109375,20113.232421875,1239.4957275390625,1632.5208740234375,104.06718444824219,358.5552978515625,124.43197631835938,19560.095703125
2021-03-08,113.440185546875,7683.84375,19945.619140625,1212.1234130859375,1607.1119384765625,99.62228393554688,356.8047180175781,125.56104278564453,19392.587890625
2021-03-09,118.05148315429688,7658.52685546875,20227.20703125,1207.991943359375,1606.4766845703125,101.25296020507812,361.8329162597656,126.85809326171875,19521.44140625
2021-03-10,116.96932983398438,7658.52685546875,20207.087890625,1225.5513916015625,1626.8040771484375,101.0460205078125,364.04901123046875,128.38841247558594,19521.44140625
2021-03-11,118.899658203125,7671.185546875,20220.498046875,1222.968994140625,1616.640380859375,104.23939514160156,367.7922058105469,131.7476806640625,19804.919921875
2021-03-12,117.99298858642578,7696.50244140625,20461.861328125,1228.1336669921875,1616.640380859375,101.73135375976562,368.3694763183594,131.05714416503906,19895.119140625
2021-03-15,120.87870788574219,7778.78466796875,20381.40625,1280.812255859375,1619.81640625,101.95167541503906,370.6043701171875,135.2468719482422,19779.15234375
2021-03-16,122.4190673828125,7721.8212890625,20140.046875,1270.483154296875,1635.6971435546875,103.41313934326172,370.0827941894531,134.97625732421875,19560.095703125
2021-03-17,121.62939453125,7715.4912109375,19912.095703125,1268.9337158203125,1624.8984375,103.33026885986328,371.2933044433594,135.1349334716797,19457.017578125
2021-03-18,117.50552368164062,7639.5390625,19979.138671875,1213.6729736328125,1626.1690673828125,100.30909729003906,365.8741455078125,133.59524536132812,19205.75
2021-03-19,116.97907257080078,7715.4912109375,19576.875,1224.0020751953125,1608.3824462890625,100.58798217773438,365.1943359375,128.29510498046875,19328.162109375
2021-03-22,120.29375457763672,7715.4912109375,,1224.0020751953125,1608.3824462890625,100.77308654785156,368.08087158203125,129.02293395996094,19328.162109375
2021-03-23,119.46510314941406,7664.85595703125,19985.84375,1178.037353515625,1651.57763671875,101.30109405517578,365.21295166015625,127.94986724853516,19328.162109375
2021-03-24,117.07656860351562,7709.16162109375,20113.232421875,1204.8931884765625,1655.388916015625,100.8644027709961,363.34130859375,124.25469207763672,19328.162109375
2021-03-25,117.56401824951172,7677.5146484375,20314.361328125,1195.5970458984375,1664.281982421875,100.86092376708984,365.4163818359375,120.03694915771484,19457.017578125
2021-03-26,118.16847229003906,7683.84375,19820.525390625,1214.1893310546875,1653.483154296875,100.47732543945312,371.3303527832031,124.0960464477539,19118.041015625
2021-03-29,118.34395599365234,7531.93994140625,19618.9609375,1233.29833984375,1670.634033203125,101.52242279052734,371.1435546875,124.5626220703125,19253.630859375
2021-03-30,116.89136505126953,7576.2451171875,19504.744140625,1225.5513916015625,1696.04296875,101.55616760253906,370.22796630859375,124.05875396728516,19363.39453125
2021-03-31,119.08488464355469,7601.56298828125,19316.61328125,1221.936279296875,1708.74755859375,102.35264587402344,371.6761169433594,124.00276184082031,18840.40625
2021-04-01,119.9135513305664,7601.56298828125,,1221.936279296875,1708.74755859375,105.69043731689453,375.65606689453125,123.66680908203125,18840.40625
2021-04-02,,7601.56298828125,,1221.936279296875,1708.74755859375,,,,18840.40625
2021-04-05,122.74079132080078,7588.9033203125,19726.46484375,1200.7613525390625,1702.395263671875,110.1159896850586,381.04693603515625,126.08357238769531,19305.28125
2021-04-06,123.04299926757812,7582.57421875,19773.494140625,1182.1690673828125,1689.69091796875,109.63462829589844,380.8133850097656,127.98716735839844,19253.630859375
2021-04-07,124.69060516357422,7620.55126953125,20156.46875,1206.958984375,1713.8294677734375,111.1119613647461,381.28985595703125,127.40864562988281,19434.416015625
2021-04-08,127.0888900756836,7620.55126953125,20358.03125,1178.037353515625,1674.445556640625,111.67768859863281,383.0649719238281,124.73992156982422,19615.201171875
2021-04-09,129.6626434326172,7595.2333984375,20626.787109375,1167.19189453125,1670.634033203125,112.6821060180664,385.83990478515625,126.39152526855469,19757.248046875
2021-04-12,127.94681549072266,7595.2333984375,20109.4375,1181.135986328125,1664.281982421875,111.3893814086914,385.99859619140625,127.50193786621094,19369.8515625
2021-04-13,131.0567169189453,7595.2333984375,19733.181640625,1177.5208740234375,1657.929931640625,111.87619018554688,387.12908935546875,124.60926818847656,19279.458984375
2021-04-14,128.71697998046875,7595.2333984375,20075.84375,1177.5208740234375,1657.929931640625,111.25489044189453,385.83990478515625,123.41487121582031,19279.458984375
2021-04-15,131.12496948242188,7785.11376953125,20727.564453125,1197.662841796875,1676.986572265625,113.40563201904297,389.9880676269531,124.73055267333984,19628.115234375
2021-04-16,130.79351806640625,7785.11376953125,20384.91015625,1197.142578125,1663.0115966796875,113.28157806396484,391.36138916015625,125.3277816772461,19686.2265625
2021-04-19,131.45645141601562,7842.07861328125,20196.787109375,1196.6221923828125,1668.728515625,113.62944030761719,389.44610595703125,123.7041244506836,19492.525390625
2021-04-20,129.76986694335938,7911.701171875,20358.03125,1186.7371826171875,1667.4581298828125,113.09598541259766,386.61529541015625,118.60928344726562,19273.001953125
2021-04-21,130.15008544921875,7892.71337890625,20022.087890625,1176.85205078125,1670.634033203125,113.06324005126953,390.2309265136719,121.21269226074219,19189.06640625
2021-04-22,128.62921142578125,7861.0673828125,19726.46484375,1170.608642578125,1670.634033203125,111.78141784667969,386.7648010253906,120.54084014892578,18988.91015625
2021-04-23,130.9495086669922,7899.0419921875,19350.212890625,1159.1627197265625,1663.6470947265625,114.1341323852539,390.8196105957031,121.48330688476562,18595.056640625
2021-04-26,131.33946228027344,7991.24658203125,19477.8671875,1181.01416015625,1663.6470947265625,114.6303939819336,391.69781494140625,122.79903411865234,18827.49609375
2021-04-27,131.01773071289062,8163.81494140625,19833.96484375,1189.858642578125,1657.929931640625,113.68998718261719,391.5763244628906,123.27491760253906,19201.98046875
2021-04-28,130.2280731201172,8143.904296875,19484.587890625,1213.27099609375,1667.4581298828125,117.06747436523438,391.4267883300781,121.96855163574219,18853.3203125
2021-04-29,130.13058471679688,8084.16845703125,19148.64453125,1201.824951171875,1670.634033203125,118.74082946777344,393.9026184082031,124.34799194335938,18530.4921875
2021-04-30,128.1613006591797,7931.51171875,18758.955078125,1149.7978515625,1657.929931640625,116.79254913330078,391.3520812988281,123.75078582763672,18078.52734375
2021-05-03,129.21414184570312,7758.943359375,18409.57421875,1154.480224609375,1594.4078369140625,116.27545166015625,392.1929016113281,124.13334655761719,17755.697265625
2021-05-04,124.64185333251953,7666.021484375,18208.01171875,1157.6019287109375,1593.7724609375,114.47654724121094,389.8105163574219,122.75234985351562,17755.697265625
2021-05-05,124.88557434082031,7632.8359375,18584.26171875,1190.37890625,1602.665283203125,114.87057495117188,389.8666076660156,123.36820983886719,18078.52734375
2021-05-06,126.48445892333984,7632.8359375,19162.0859375,1190.37890625,1654.11865234375,115.99110412597656,393.0338134765625,124.5626220703125,18517.576171875
2021-05-07,127.15827178955078,7632.8359375,19444.2734375,1190.37890625,1640.77880859375,116.71463012695312,395.8832702636719,128.5937042236328,18678.994140625
2021-05-10,123.87699890136719,7632.8359375,19833.96484375,1226.2774658203125,1645.2254638671875,113.72820281982422,392.0340881347656,127.2779769897461,19285.9140625
2021-05-11,122.95903015136719,7632.8359375,19444.2734375,1204.4263916015625,1646.495849609375,112.6518325805664,388.5399169921875,127.94986724853516,18614.4296875
2021-05-12,119.89263153076172,7632.8359375,19256.146484375,1233.041259765625,1656.0240478515625,109.18750762939453,380.234130859375,124.46931457519531,18478.837890625
2021-05-13,122.04107666015625,7632.8359375,18752.240234375,1197.142578125,1657.929931640625,110.6162109375,384.7467956542969,124.67457580566406,18143.09375
2021-05-14,124.46294403076172,7765.58056640625,19457.716796875,1241.8858642578125,1676.986572265625,113.06470489501953,390.688720703125,126.8394546508789,18917.888671875
2021-05-17,123.31059265136719,7765.58056640625,,1241.8858642578125,1676.986572265625,113.5877685546875,389.7545166015625,127.28736114501953,18917.888671875
2021-05-18,121.92386627197266,7798.76611328125,19081.458984375,1225.237060546875,1664.281982421875,112.27517700195312,386.4003601074219,126.49420166015625,18336.796875
2021-05-19,121.76762390136719,7778.8544921875,18980.677734375,1221.074951171875,1666.1876220703125,112.72328186035156,385.35400390625,124.0680923461914,18259.31640625
2021-05-20,124.32622528076172,7699.20751953125,18732.080078125,1203.9058837890625,1662.8223876953125,114.48249816894531,389.42742919921875,124.35731506347656,18156.00390625
2021-05-21,122.49027252197266,7758.943359375,18617.857421875,1188.818115234375,1652.264892578125,113.84630584716797,389.2032165527344,123.78811645507812,17884.833984375
2021-05-24,124.12113952636719,7732.3935546875,18409.57421875,1193.5006103515625,1629.829833984375,117.16673278808594,393.1179504394531,125.094482421875,17820.263671875
2021-05-25,123.92584991455078,7732.3935546875,18470.044921875,1162.8048095703125,1544.7093505859375,117.25753784179688,392.26763916015625,125.33712768554688,17626.5625
2021-05-26,123.87699890136719,7732.3935546875,18275.19921875,1155.0006103515625,1544.049560546875,118.12299346923828,392.987060546875,127.73524475097656,17684.673828125
2021-05-27,122.34379577636719,7632.8359375,18476.765625,1155.0006103515625,1428.5755615234375,117.24810791015625,393.1926574707031,127.42731475830078,18207.66015625
2021-05-28,121.68950653076172,7632.8359375,18342.388671875,1150.318115234375,1517.6556396484375,116.95878601074219,393.94000244140625,127.5909423828125,18039.78515625
2021-05-31,,7566.462890625,18140.822265625,1139.392578125,1536.791015625,,,,17820.263671875
2021-06-01,121.36725616455078,7632.8359375,18617.857421875,1184.1358642578125,1550.6480712890625,118.16616821289062,393.6317443847656,125.76763153076172,18201.201171875
2021-06-02,122.12895965576172,7632.8359375,18678.328125,1217.43310546875,1640.387451171875,117.64064025878906,394.2857666015625,125.44976806640625,18181.83203125
2021-06-03,120.64456939697266,7579.73681640625,19041.140625,1227.8385009765625,1646.3260498046875,116.49877166748047,392.781494140625,125.44976806640625,18601.509765625
2021-06-04,122.93951416015625,7573.10107421875,18678.328125,1225.237060546875,1597.497314453125,118.7810287475586,396.35980224609375,125.0477294921875,18207.66015625
2021-06-07,122.94927978515625,7573.10107421875,,1225.237060546875,1597.497314453125,119.21424865722656,396.02349853515625,125.24408721923828,18207.66015625
2021-06-08,123.76958465576172,7685.93359375,18940.361328125,1246.568115234375,1605.4156494140625,119.02268981933594,396.04217529296875,124.68304443359375,18272.2265625
2021-06-09,124.15044403076172,7593.01171875,19041.140625,1233.041259765625,1592.2183837890625,119.49413299560547,395.4068908691406,123.27119445800781,18246.3984375
2021-06-10,123.15435028076172,7500.09033203125,18879.89453125,1240.8450927734375,1583.6405029296875,120.84344482421875,397.322998046875,122.46707153320312,18272.2265625
2021-06-11,124.36529541015625,7566.462890625,19027.70703125,1243.9666748046875,1570.4434814453125,120.59879302978516,397.9789123535156,123.36470031738281,18433.63671875
2021-06-14,127.42193603515625,7566.462890625,,1243.9666748046875,1570.4434814453125,121.52726745605469,398.9347229003906,122.82240295410156,18433.63671875
2021-06-15,126.60163116455078,7513.365234375,18611.142578125,1268.93994140625,1548.0084228515625,120.50896453857422,398.1569519042969,121.82193756103516,18046.2421875
2021-06-16,127.09967041015625,7420.443359375,18577.544921875,1253.331787109375,1580.341064453125,119.86681365966797,395.9550476074219,121.92475128173828,18168.919921875
2021-06-17,128.7012176513672,7433.71826171875,18476.765625,1244.487060546875,1577.0419921875,120.83053588867188,395.8332824707031,120.5409927368164,17923.572265625
2021-06-18,127.40238189697266,7513.365234375,18678.328125,1247.08837890625,1609.3746337890625,119.21028900146484,390.5110168457031,120.06411743164062,17942.939453125
2021-06-21,129.19924926757812,7559.826171875,18470.044921875,1279.8656005859375,1571.76318359375,120.89900970458984,396.0206298828125,121.6256103515625,17859.005859375
2021-06-22,130.8398895263672,7559.826171875,18241.603515625,1290.791015625,1610.0345458984375,121.41313934326172,397.9039001464844,123.86957550048828,17561.998046875
2021-06-23,130.5664520263672,7460.26708984375,18066.9140625,1312.122314453125,1669.4208984375,121.2111587524414,397.669677734375,124.44930267333984,17549.083984375
2021-06-24,130.2832794189453,7526.63916015625,18409.57421875,1430.743896484375,1648.9656982421875,121.58135986328125,399.9746398925781,124.91680908203125,17949.39453125
2021-06-25,129.99029541015625,7513.365234375,18641.921875,1441.1494140625,1670.74072265625,121.58980560302734,401.44580078125,144.31817626953125,17887.91015625
2021-06-28,131.62112426757812,7513.365234375,18217.634765625,1414.09521484375,1677.3392333984375,121.61710357666016,402.2984313964844,142.45755004882812,17493.13671875
2021-06-29,133.13482666015625,7500.09033203125,17752.931640625,1413.5750732421875,1715.610595703125,121.35557556152344,402.4764404296875,145.81417846679688,17279.568359375
2021-06-30,133.7500762939453,7466.904296875,17779.87109375,1416.1767578125,1696.474853515625,121.17394256591797,402.8326110839844,144.44908142089844,17357.23046875
2021-07-01,134.0527801513672,7500.09033203125,17564.359375,1466.6427001953125,1701.7537841796875,121.52629089355469,405.1094055175781,147.73095703125,17279.568359375
2021-07-02,136.67970275878906,7493.45361328125,18520.69921875,1483.2913818359375,1676.67919921875,124.31818389892578,408.1921081542969,149.3578643798828,18120.900390625
2021-07-05,,7493.45361328125,,1483.2913818359375,1676.67919921875,,,,18120.900390625
2021-07-06,138.6914520263672,7393.89501953125,18190.6953125,1451.03466796875,1654.244384765625,125.24369812011719,407.152099609375,149.7038116455078,17732.591796875
2021-07-07,141.1817169189453,7393.89501953125,18588.048828125,1456.757568359375,1661.502685546875,125.52556610107422,408.8199462890625,149.75059509277344,18250.33203125
2021-07-08,139.8828887939453,7340.7958984375,18594.783203125,1432.3048095703125,1658.86328125,124.10629272460938,405.54046630859375,150.19004821777344,18321.51953125
2021-07-09,141.70901489257812,7393.89501953125,18924.787109375,1436.466796875,1660.8428955078125,124.57723236083984,409.8506164550781,150.5359649658203,18645.107421875
2021-07-12,141.1133575439453,7393.89501953125,18978.66796875,1430.743896484375,1662.1627197265625,126.02330017089844,411.3685302734375,151.30270385742188,18638.63671875
2021-07-13,142.22659301757812,7480.17822265625,18904.583984375,1415.1358642578125,1662.8223876953125,126.38656616210938,409.9255676269531,151.0876007080078,18573.91796875
2021-07-14,145.6543731689453,7433.71826171875,18924.787109375,1378.7169189453125,1659.52294921875,127.27535247802734,410.4690246582031,151.0408477783203,18515.673828125
2021-07-15,145.0000457763672,7400.53173828125,18857.4375,1337.095458984375,1655.5640869140625,126.05258178710938,409.0635681152344,151.18113708496094,18638.63671875
2021-07-16,142.9590301513672,7393.89501953125,18850.705078125,1331.892578125,1652.264892578125,126.0178451538086,405.971435546875,149.46070861816406,18619.22265625
2021-07-19,139.1114044189453,7367.3447265625,18318.654296875,1273.6221923828125,1616.6328125,123.6437759399414,399.9091491699219,147.60939025878906,18120.900390625
2021-07-20,142.7246551513672,7367.3447265625,,1273.6221923828125,1616.6328125,125.26305389404297,405.7090759277344,149.3578643798828,18120.900390625
2021-07-21,141.99224853515625,7373.982421875,18736.21484375,1318.8858642578125,1656.2242431640625,126.59251403808594,408.9979553222656,150.61080932617188,18321.51953125
2021-07-22,143.35943603515625,7340.7958984375,18924.787109375,1326.68994140625,1636.4285888671875,127.45845031738281,409.8881530761719,153.04177856445312,18295.6328125
2021-07-23,145.07818603515625,7340.7958984375,19039.279296875,1327.2103271484375,1652.9246826171875,132.01751708984375,413.9265441894531,155.54762268066406,18315.046875
2021-07-26,145.4981231689453,7367.3447265625,19059.484375,1351.142578125,1643.0269775390625,133.0298614501953,415.0321960449219,154.36013793945312,18315.046875
2021-07-27,143.3301544189453,7267.78759765625,18870.91015625,1352.7034912109375,1649.62548828125,130.91087341308594,413.1394958496094,153.87393188476562,18379.76953125
2021-07-28,141.58209228515625,7300.97314453125,18722.7421875,1358.42626953125,1649.62548828125,135.0734100341797,412.91455078125,154.7061004638672,18133.83984375
2021-07-29,142.22659301757812,7168.22802734375,18668.8671875,1376.6356201171875,1659.52294921875,134.75929260253906,414.7510986328125,156.13665771484375,18082.0625
2021-07-30,142.44146728515625,6969.111328125,18588.048828125,1369.8724365234375,1668.7608642578125,133.71617126464844,412.6522216796875,156.62286376953125,17991.4609375
2021-08-02,142.10940551757812,6955.8359375,18655.400390625,1351.6629638671875,1669.4208984375,133.8432159423828,411.8183288574219,157.7822723388672,17991.4609375
2021-08-03,143.90631103515625,6816.4541015625,18614.98828125,1363.1090087890625,1669.4208984375,134.6129150390625,415.107177734375,160.10108947753906,17926.744140625
2021-08-04,143.50588989257812,6710.2578125,18985.40234375,1333.9735107421875,1693.83544921875,134.11219787597656,413.130126953125,160.7368927001953,18438.01171875
2021-08-05,143.6133270263672,6756.71875,18540.904296875,1314.7236328125,1705.052978515625,135.22975158691406,415.697509765625,162.55081176757812,17732.591796875
2021-08-06,142.92872619628906,6769.99365234375,18352.328125,1325.129150390625,1691.85595703125,134.7205810546875,416.41900634765625,161.56907653808594,17823.197265625
2021-08-09,142.8798065185547,6769.99365234375,18534.171875,1347.500732421875,1681.9583740234375,135.88626098632812,416.1284484863281,160.60598754882812,18101.482421875
2021-08-10,142.4005889892578,6683.708984375,18722.7421875,1351.6629638671875,1689.2166748046875,135.7810821533203,416.61572265625,161.073486328125,18315.046875
2021-08-11,142.6549072265625,6560.91943359375,18992.134765625,1372.993896484375,1700.4337158203125,135.25704956054688,417.5995178222656,160.13851928710938,18509.19921875
2021-08-12,145.61827087402344,6484.591796875,19524.185546875,1364.1492919921875,1682.6177978515625,136.16517639160156,418.5740661621094,159.54945373535156,18962.22265625
2021-08-13,145.82369995117188,6262.24365234375,19941.7421875,1345.419677734375,1694.4952392578125,136.69468688964844,419.6328125,160.5311737060547,19447.603515625
2021-08-16,147.79931640625,6262.24365234375,,1345.419677734375,1694.4952392578125,137.27232360839844,420.71038818359375,161.15765380859375,19447.603515625
2021-08-17,146.88973999023438,6610.7001953125,20541.140625,1342.2982177734375,1732.1068115234375,135.6366729736328,417.8525695800781,159.5681610107422,19932.984375
2021-08-18,143.14390563964844,6909.37548828125,21133.80078125,1336.0548095703125,1774.3369140625,134.4332733154297,413.3455810546875,157.83837890625,20308.34765625
2021-08-19,143.47640991210938,6703.62158203125,21281.966796875,1311.0816650390625,1781.595703125,134.6625213623047,413.9546813964844,154.82765197753906,20483.08203125
2021-08-20,144.93368530273438,6769.99365234375,21059.71875,1319.4061279296875,1781.595703125,136.39891052246094,417.2528991699219,156.8846893310547,20295.404296875
2021-08-23,146.4202423095703,6836.3662109375,21201.1484375,1375.5953369140625,1781.595703125,138.9913330078125,420.8883972167969,158.68923950195312,20398.953125
2021-08-24,146.332275390625,6990.32177734375,21147.267578125,1389.642578125,1768.3984375,140.20216369628906,421.61932373046875,158.9323272705078,20360.123046875
2021-08-25,145.09994506835938,7007.90283203125,21100.126953125,1392.243896484375,1757.8409423828125,141.0135498046875,422.5000305175781,158.80142211914062,20321.291015625
2021-08-26,144.29795837402344,6990.32177734375,20743.189453125,1369.351806640625,1755.201416015625,140.37985229492188,420.0076599121094,156.0712127685547,19997.703125
2021-08-27,145.33468627929688,6912.9638671875,21012.57421875,1383.919677734375,1778.296142578125,142.92408752441406,423.6993408203125,156.94688415527344,20256.576171875
2021-08-30,149.75534057617188,6835.6064453125,21100.126953125,1378.1966552734375,1768.3984375,143.50619506835938,425.5827941894531,157.36834716796875,20347.1796875
2021-08-31,148.4937286376953,6909.44775390625,20925.021484375,1375.074951171875,1778.296142578125,143.6123809814453,425.12353515625,154.28709411621094,20321.291015625
2021-09-01,149.1587677001953,6909.44775390625,21079.923828125,1347.500732421875,1768.3984375,144.12649536132812,425.3110046386719,154.11851501464844,20450.73046875
2021-09-02,150.27369689941406,6919.99609375,21012.57421875,1389.122314453125,1781.595703125,142.2124786376953,426.5852966308594,153.2849884033203,20230.68359375
2021-09-03,150.90943908691406,6884.83447265625,21147.267578125,1370.912841796875,1771.6978759765625,142.6615753173828,426.39794921875,152.92910766601562,20256.576171875
2021-09-06,,6884.83447265625,21052.982421875,1370.392578125,1781.595703125,,,,20301.87890625
2021-09-07,153.24691772460938,6694.9560546875,20877.880859375,1355.8248291015625,1781.595703125,143.1985321044922,425.02056884765625,152.32032775878906,20127.13671875
2021-09-08,151.7015838623047,6786.37841796875,20891.349609375,1349.0616455078125,1781.595703125,142.6134490966797,424.45843505859375,150.51280212402344,20353.65234375
2021-09-09,150.6844940185547,6786.37841796875,21140.53515625,1337.095458984375,1814.5880126953125,142.46456909179688,422.5656433105469,152.97592163085938,20366.59375
2021-09-10,145.69654846191406,6751.21630859375,21073.19140625,1328.250732421875,1816.567626953125,139.81956481933594,419.3423767089844,153.21009826660156,20288.9296875
2021-09-13,146.2637939453125,6719.5693359375,20743.189453125,1338.1357421875,1844.94091796875,141.26515197753906,420.3168640136719,149.39830017089844,20055.94921875
2021-09-14,144.86520385742188,6680.890625,20877.880859375,1326.68994140625,1830.424560546875,141.4755401611328,418.07745361328125,148.68649291992188,20107.720703125
